phase,treatment,seed,lr,step,minibatch_ce,grad_norm_before_clip,mean_dropout
tuning,dense6,1701,0.001,1,2.320512533187866,2.8604166507720947,0.0
tuning,dense6,1701,0.001,100,0.020596249029040337,0.2472352385520935,0.0
tuning,dense6,1701,0.001,200,0.005679335445165634,0.02446889504790306,0.0
tuning,dense6,1701,0.001,300,0.0030812215991318226,0.01123932097107172,0.0
tuning,dense6,1701,0.001,400,0.0025771181099116802,0.010149123147130013,0.0
tuning,dense6,1701,0.001,500,0.002309750532731414,0.008978153578937054,0.0
tuning,dense6,1701,0.001,600,0.0020699845626950264,0.00777573324739933,0.0
tuning,dense6,1702,0.001,1,2.375067949295044,3.115833044052124,0.0
tuning,dense6,1702,0.001,100,0.014948846772313118,0.07470586150884628,0.0
tuning,dense6,1702,0.001,200,0.005234130658209324,0.019480079412460327,0.0
tuning,dense6,1702,0.001,300,0.0035134893842041492,0.013833542354404926,0.0
tuning,dense6,1702,0.001,400,0.0024221185594797134,0.008952810429036617,0.0
tuning,dense6,1702,0.001,500,0.0021263305097818375,0.007719396613538265,0.0
tuning,dense6,1702,0.001,600,0.00199492578394711,0.007092105690389872,0.0
tuning,dense6,1701,0.003,1,2.320512533187866,2.8604166507720947,0.0
tuning,dense6,1701,0.003,100,0.055208269506692886,1.0541807413101196,0.0
tuning,dense6,1701,0.003,200,0.0014158743433654308,0.010239923372864723,0.0
tuning,dense6,1701,0.003,300,0.0006755481008440256,0.00468387920409441,0.0
tuning,dense6,1701,0.003,400,0.0005471330950967968,0.0023775093723088503,0.0
tuning,dense6,1701,0.003,500,0.000500508991535753,0.002280349377542734,0.0
tuning,dense6,1701,0.003,600,0.00044755288399755955,0.002018861472606659,0.0
tuning,dense6,1702,0.003,1,2.375067949295044,3.115833044052124,0.0
tuning,dense6,1702,0.003,100,0.004684607032686472,0.076761394739151,0.0
tuning,dense6,1702,0.003,200,0.0008538211113773286,0.0039911940693855286,0.0
tuning,dense6,1702,0.003,300,0.0006568144308403134,0.0030493850354105234,0.0
tuning,dense6,1702,0.003,400,0.00044061720836907625,0.001841639750637114,0.0
tuning,dense6,1702,0.003,500,0.00038843724178150296,0.0017720345640555024,0.0
tuning,dense6,1702,0.003,600,0.0003957663138862699,0.0016844786005094647,0.0
tuning,dense6,1701,0.01,1,2.320512533187866,2.8604166507720947,0.0
tuning,dense6,1701,0.01,100,0.0034227529540657997,0.029593324288725853,0.0
tuning,dense6,1701,0.01,200,0.00216272147372365,0.031446583569049835,0.0
tuning,dense6,1701,0.01,300,0.000163961187354289,0.0007758951978757977,0.0
tuning,dense6,1701,0.01,400,0.0001946937118191272,0.0010629878379404545,0.0
tuning,dense6,1701,0.01,500,0.00017489184392616153,0.001012365915812552,0.0
tuning,dense6,1701,0.01,600,0.00017485744319856167,0.001021465053781867,0.0
tuning,dense6,1702,0.01,1,2.375067949295044,3.115833044052124,0.0
tuning,dense6,1702,0.01,100,0.03563664108514786,0.4073784649372101,0.0
tuning,dense6,1702,0.01,200,0.0984296202659607,0.5571988224983215,0.0
tuning,dense6,1702,0.01,300,0.0005712113343179226,0.004109840840101242,0.0
tuning,dense6,1702,0.01,400,0.00024292507441714406,0.0012475820258259773,0.0
tuning,dense6,1702,0.01,500,0.00016873532149475068,0.0008167796186171472,0.0
tuning,dense6,1702,0.01,600,0.0001944548130268231,0.0012461841106414795,0.0
tuning,constant_ild,1701,0.001,1,2.3204505443573,2.651733875274658,0.20000000000000004
tuning,constant_ild,1701,0.001,100,0.03759287670254707,0.6073770523071289,0.20000000000000004
tuning,constant_ild,1701,0.001,200,0.009102430194616318,0.061692409217357635,0.20000000000000004
tuning,constant_ild,1701,0.001,300,0.004135581199079752,0.025530369952321053,0.20000000000000004
tuning,constant_ild,1701,0.001,400,0.002991151763126254,0.019231395795941353,0.20000000000000004
tuning,constant_ild,1701,0.001,500,0.0034328706096857786,0.033267319202423096,0.20000000000000004
tuning,constant_ild,1701,0.001,600,0.0024563383776694536,0.012021671049296856,0.20000000000000004
tuning,constant_ild,1702,0.001,1,2.339517593383789,2.9020886421203613,0.20000000000000004
tuning,constant_ild,1702,0.001,100,0.023840680718421936,0.15169955790042877,0.20000000000000004
tuning,constant_ild,1702,0.001,200,0.007972661405801773,0.04488130286335945,0.20000000000000004
tuning,constant_ild,1702,0.001,300,0.005715345963835716,0.05961458012461662,0.20000000000000004
tuning,constant_ild,1702,0.001,400,0.0026458241045475006,0.012174797244369984,0.20000000000000004
tuning,constant_ild,1702,0.001,500,0.002246151678264141,0.014673156663775444,0.20000000000000004
tuning,constant_ild,1702,0.001,600,0.002516411244869232,0.01773018203675747,0.20000000000000004
tuning,constant_ild,1701,0.003,1,2.3204505443573,2.651733875274658,0.20000000000000004
tuning,constant_ild,1701,0.003,100,0.07250574231147766,0.808344304561615,0.20000000000000004
tuning,constant_ild,1701,0.003,200,0.00173755397554487,0.01537078432738781,0.20000000000000004
tuning,constant_ild,1701,0.003,300,0.0007992652826942503,0.0066637443378567696,0.20000000000000004
tuning,constant_ild,1701,0.003,400,0.0005931321647949517,0.0032317915465682745,0.20000000000000004
tuning,constant_ild,1701,0.003,500,0.0006211930885910988,0.004812292288988829,0.20000000000000004
tuning,constant_ild,1701,0.003,600,0.0004807111108675599,0.002409225096926093,0.20000000000000004
tuning,constant_ild,1702,0.003,1,2.339517593383789,2.9020886421203613,0.20000000000000004
tuning,constant_ild,1702,0.003,100,0.026536447927355766,0.6364030241966248,0.20000000000000004
tuning,constant_ild,1702,0.003,200,0.004166088532656431,0.045985374599695206,0.20000000000000004
tuning,constant_ild,1702,0.003,300,0.0013003157218918204,0.012514936737716198,0.20000000000000004
tuning,constant_ild,1702,0.003,400,0.0005212268442846835,0.004686008673161268,0.20000000000000004
tuning,constant_ild,1702,0.003,500,0.000389786931918934,0.0027164844796061516,0.20000000000000004
tuning,constant_ild,1702,0.003,600,0.0004144842969253659,0.002092338167130947,0.20000000000000004
tuning,constant_ild,1701,0.01,1,2.3204505443573,2.651733875274658,0.20000000000000004
tuning,constant_ild,1701,0.01,100,0.02868834137916565,0.2943466007709503,0.20000000000000004
tuning,constant_ild,1701,0.01,200,0.0013018280733376741,0.01145116426050663,0.20000000000000004
tuning,constant_ild,1701,0.01,300,0.0002357705234317109,0.001830914057791233,0.20000000000000004
tuning,constant_ild,1701,0.01,400,0.00021551395184360445,0.0013306414475664496,0.20000000000000004
tuning,constant_ild,1701,0.01,500,0.00021709273278247565,0.0015483865281566978,0.20000000000000004
tuning,constant_ild,1701,0.01,600,0.00022497380268760026,0.0025766605976969004,0.20000000000000004
tuning,constant_ild,1702,0.01,1,2.339517593383789,2.9020886421203613,0.20000000000000004
tuning,constant_ild,1702,0.01,100,0.003050662809982896,0.04035184532403946,0.20000000000000004
tuning,constant_ild,1702,0.01,200,0.001300933538004756,0.01440559234470129,0.20000000000000004
tuning,constant_ild,1702,0.01,300,0.0003042556345462799,0.003579417709261179,0.20000000000000004
tuning,constant_ild,1702,0.01,400,0.0001487046538386494,0.0007919255876913667,0.20000000000000004
tuning,constant_ild,1702,0.01,500,0.0001244702289113775,0.0007774426485411823,0.20000000000000004
tuning,constant_ild,1702,0.01,600,0.00013091022265143692,0.000699119467753917,0.20000000000000004
tuning,decreasing_ild,1701,0.001,1,2.3152623176574707,2.3890206813812256,0.4000000000000001
tuning,decreasing_ild,1701,0.001,100,0.04932098463177681,0.6302149295806885,0.333889816360601
tuning,decreasing_ild,1701,0.001,200,0.010400436818599701,0.08301278948783875,0.26711185308848084
tuning,decreasing_ild,1701,0.001,300,0.003985421732068062,0.023397445678710938,0.2003338898163606
tuning,decreasing_ild,1701,0.001,400,0.0028229444287717342,0.01604962907731533,0.13355592654424042
tuning,decreasing_ild,1701,0.001,500,0.0026086026336997747,0.014237230643630028,0.06677796327212021
tuning,decreasing_ild,1701,0.001,600,0.0020302145276218653,0.008307544514536858,0.0
tuning,decreasing_ild,1702,0.001,1,2.3157026767730713,2.578734874725342,0.4000000000000001
tuning,decreasing_ild,1702,0.001,100,0.0288807675242424,0.2463541179895401,0.333889816360601
tuning,decreasing_ild,1702,0.001,200,0.00757791381329298,0.04090839624404907,0.26711185308848084
tuning,decreasing_ild,1702,0.001,300,0.005381427239626646,0.047197796404361725,0.2003338898163606
tuning,decreasing_ild,1702,0.001,400,0.0027737910859286785,0.015115096233785152,0.13355592654424042
tuning,decreasing_ild,1702,0.001,500,0.0020254431292414665,0.008395283482968807,0.06677796327212021
tuning,decreasing_ild,1702,0.001,600,0.002004903508350253,0.007997862994670868,0.0
tuning,decreasing_ild,1701,0.003,1,2.3152623176574707,2.3890206813812256,0.4000000000000001
tuning,decreasing_ild,1701,0.003,100,0.020791370421648026,0.4715672433376312,0.333889816360601
tuning,decreasing_ild,1701,0.003,200,0.0022578916978091,0.025624098256230354,0.26711185308848084
tuning,decreasing_ild,1701,0.003,300,0.000804202863946557,0.006545874755829573,0.2003338898163606
tuning,decreasing_ild,1701,0.003,400,0.0005237762816250324,0.002755475230515003,0.13355592654424042
tuning,decreasing_ild,1701,0.003,500,0.00046942909830249846,0.002328993286937475,0.06677796327212021
tuning,decreasing_ild,1701,0.003,600,0.0003770917537622154,0.0015912755625322461,0.0
tuning,decreasing_ild,1702,0.003,1,2.3157026767730713,2.578734874725342,0.4000000000000001
tuning,decreasing_ild,1702,0.003,100,0.003328960854560137,0.03949638456106186,0.333889816360601
tuning,decreasing_ild,1702,0.003,200,0.0011104835430160165,0.006125743500888348,0.26711185308848084
tuning,decreasing_ild,1702,0.003,300,0.0010148835135623813,0.012025185860693455,0.2003338898163606
tuning,decreasing_ild,1702,0.003,400,0.0004629039322026074,0.003130714176222682,0.13355592654424042
tuning,decreasing_ild,1702,0.003,500,0.00034123173099942505,0.0014826753176748753,0.06677796327212021
tuning,decreasing_ild,1702,0.003,600,0.00033323458046652377,0.001461565145291388,0.0
tuning,decreasing_ild,1701,0.01,1,2.3152623176574707,2.3890206813812256,0.4000000000000001
tuning,decreasing_ild,1701,0.01,100,0.014329925179481506,0.1799253523349762,0.333889816360601
tuning,decreasing_ild,1701,0.01,200,0.002365066669881344,0.030511237680912018,0.26711185308848084
tuning,decreasing_ild,1701,0.01,300,0.00016014614084269851,0.0009460087167099118,0.2003338898163606
tuning,decreasing_ild,1701,0.01,400,0.0003087341319769621,0.0026467922143638134,0.13355592654424042
